Antibiotic,true_salt,PAST number,Source plate name,Source well,Destination plate name,Destination well,cond,rep,galenique,solvent,theo_transf_vol_nL,transf_vol_nL,compens_dmso_nL,compens_water_nL,MIC (uM),xMIC,Target Concentration (uM),conc_from,conc_from_mm,ratio_reel_theo
Trimethoprim,"No Salt, free base or acid",PAST-0000354-007,Selleckchem-L3800-03,B16,96w_22atb_240703_plate4,J16,Trimethoprim_1MIC,4,in 10mM DMSO,DMSO,8.611,10,480,0,1.72223753100028,1,1.72223753100028,10mM,10,1.01612
Trimethoprim,"No Salt, free base or acid",PAST-0000354-007,Selleckchem-L3800-03,B16,96w_22atb_240703_plate4,K17,Trimethoprim_5MIC,4,in 10mM DMSO,DMSO,43.056,45,445,0,1.72223753100028,5,8.6111876550014,10mM,10,0.987087999999997
Ampicillin,"No Salt, free base or acid / 3.0 H2O",PAST-0000221-003,Selleckchem-L3800-04,F22,96w_22atb_240703_plate4,A21,Ampicillin_10MIC,4,in 10mM DMSO,DMSO,17.888,17.5,472.5,0,0.357750010017,10,3.57750010017,10mM,10,0.978336800000001
Ampicillin,"No Salt, free base or acid / 3.0 H2O",PAST-0000221-003,Selleckchem-L3800-04,F22,96w_22atb_240703_plate4,O16,Ampicillin_5MIC,4,in 10mM DMSO,DMSO,8.944,10,480,0,0.357750010017,5,1.788750050085,10mM,10,0.978336800000001
Clofazimine,"No Salt, free base or acid",PAST-0000471-004,Selleckchem-L3800-04,J16,96w_22atb_240703_plate4,G2,Clofazimine_0.5MIC,4,in 10mM DMSO,DMSO,5.281,5,485,0,2.11233391774572,0.5,1.05616695887286,10mM,10,0.946819999999999
Clofazimine,"No Salt, free base or acid",PAST-0000471-004,Selleckchem-L3800-04,J16,96w_22atb_240703_plate4,A14,Clofazimine_10MIC,4,in 10mM DMSO,DMSO,105.617,105,385,0,2.11233391774572,10,21.1233391774572,10mM,10,0.994160999999999
Clofazimine,"No Salt, free base or acid",PAST-0000471-004,Selleckchem-L3800-04,J16,96w_22atb_240703_plate4,H22,Clofazimine_1MIC,4,in 10mM DMSO,DMSO,10.562,10,480,0,2.11233391774572,1,2.11233391774572,10mM,10,0.946819999999999
Clofazimine,"No Salt, free base or acid",PAST-0000471-004,Selleckchem-L3800-04,J16,96w_22atb_240703_plate4,L21,Clofazimine_5MIC,4,in 10mM DMSO,DMSO,52.808,52.5,437.5,0,2.11233391774572,5,10.5616695887286,10mM,10,0.994160999999999
Ethambutol,2.0 Hydrochloride,PAST-0136023-001,Selleckchem-L3800-04,K16,96w_22atb_240703_plate4,I4,Ethambutol_0.5MIC,4,in 10mM DMSO,DMSO,12.236,12.5,477.5,0,4.89452302873085,0.5,2.44726151436543,10mM,10,1.02155
Ethambutol,2.0 Hydrochloride,PAST-0136023-001,Selleckchem-L3800-04,K16,96w_22atb_240703_plate4,P7,Ethambutol_10MIC,4,in 10mM DMSO,DMSO,244.726,245,245,0,4.89452302873085,10,48.9452302873085,10mM,10,1.001119
Ethambutol,2.0 Hydrochloride,PAST-0136023-001,Selleckchem-L3800-04,K16,96w_22atb_240703_plate4,L9,Ethambutol_1MIC,4,in 10mM DMSO,DMSO,24.473,25,465,0,4.89452302873085,1,4.89452302873085,10mM,10,1.02155
Ethambutol,2.0 Hydrochloride,PAST-0136023-001,Selleckchem-L3800-04,K16,96w_22atb_240703_plate4,N10,Ethambutol_5MIC,4,in 10mM DMSO,DMSO,122.363,122.5,367.5,0,4.89452302873085,5,24.4726151436543,10mM,10,1.001119
Cefotaxim,"No Salt, free base or acid",PAST-0136216-001,Selleckchem-L3800-05,J22,96w_22atb_240703_plate4,A20,Cefotaxim_10MIC,4,in 10mM DMSO,DMSO,13.173,15,475,0,0.26346411399214,10,2.6346411399214,10mM,10,1.04378541666667
Cefotaxim,"No Salt, free base or acid",PAST-0136216-001,Selleckchem-L3800-05,J22,96w_22atb_240703_plate4,O8,Cefotaxim_1MIC,4,in 10mM DMSO,DMSO,1.317,2.5,487.5,0,0.26346411399214,1,0.26346411399214,10mM,10,0.948895833333333
Cefotaxim,"No Salt, free base or acid",PAST-0136216-001,Selleckchem-L3800-05,J22,96w_22atb_240703_plate4,B6,Cefotaxim_5MIC,4,in 10mM DMSO,DMSO,6.587,7.5,482.5,0,0.26346411399214,5,1.3173205699607,10mM,10,0.948895833333333
Doxycycline,"No Salt, free base or acid",PAST-0136359-001,Selleckchem-L3800-06,M14,96w_22atb_240703_plate4,A18,Doxycycline_10MIC,4,in 10mM DMSO,DMSO,13.5,15,475,0,0.270002700027,10,2.70002700027,10mM,10,1.01850833333333
Doxycycline,"No Salt, free base or acid",PAST-0136359-001,Selleckchem-L3800-06,M14,96w_22atb_240703_plate4,I3,Doxycycline_1MIC,4,in 10mM DMSO,DMSO,1.35,2.5,487.5,0,0.270002700027,1,0.270002700027,10mM,10,0.925916666666668
Doxycycline,"No Salt, free base or acid",PAST-0136359-001,Selleckchem-L3800-06,M14,96w_22atb_240703_plate4,A11,Doxycycline_5MIC,4,in 10mM DMSO,DMSO,6.75,7.5,482.5,0,0.270002700027,5,1.350013500135,10mM,10,0.925916666666668
Sulfamethoxazole,"No Salt, free base or acid",PAST-0136263-001,Selleckchem-L3800-06,K19,96w_22atb_240703_plate4,A19,Sulfamethoxazole_0.5MIC,4,in 10mM DMSO,DMSO,4.935,5,485,0,1.97409981048642,0.5,0.98704990524321,10mM,10,1.01312
Sulfamethoxazole,"No Salt, free base or acid",PAST-0136263-001,Selleckchem-L3800-06,K19,96w_22atb_240703_plate4,H14,Sulfamethoxazole_10MIC,4,in 10mM DMSO,DMSO,98.705,100,390,0,1.97409981048642,10,19.7409981048642,10mM,10,1.000456
Sulfamethoxazole,"No Salt, free base or acid",PAST-0136263-001,Selleckchem-L3800-06,K19,96w_22atb_240703_plate4,N11,Sulfamethoxazole_1MIC,4,in 10mM DMSO,DMSO,9.87,10,480,0,1.97409981048642,1,1.97409981048642,10mM,10,1.01312
Sulfamethoxazole,"No Salt, free base or acid",PAST-0136263-001,Selleckchem-L3800-06,K19,96w_22atb_240703_plate4,D3,Sulfamethoxazole_5MIC,4,in 10mM DMSO,DMSO,49.352,50,440,0,1.97409981048642,5,9.8704990524321,10mM,10,0.987791999999999
Moxifloxacin,"No Salt, free base or acid",PAST-0136479-001,Selleckchem-L3800-07,G19,96w_22atb_240703_plate4,J23,Moxifloxacin_10MIC,4,in 10mM DMSO,DMSO,14.947,15,475,0,0.298930575864844,10,2.98930575864844,10mM,10,1.0035775
Moxifloxacin,"No Salt, free base or acid",PAST-0136479-001,Selleckchem-L3800-07,G19,96w_22atb_240703_plate4,A7,Moxifloxacin_1MIC,4,in 10mM DMSO,DMSO,1.495,2.5,487.5,0,0.298930575864844,1,0.298930575864844,10mM,10,0.836314583333332
Moxifloxacin,"No Salt, free base or acid",PAST-0136479-001,Selleckchem-L3800-07,G19,96w_22atb_240703_plate4,K7,Moxifloxacin_5MIC,4,in 10mM DMSO,DMSO,7.473,7.5,482.5,0,0.298930575864844,5,1.49465287932422,10mM,10,1.0035775
Ciprofloxacin,1.0 Hydrochloride,PAST-0136946-001,Selleckchem-L3800-09,F18,96w_22atb_240703_plate4,F10,Ciprofloxacin_0.5MIC,4,in 10mM DMSO,DMSO,1.886,2.5,487.5,0,0.754498318977745,0.5,0.377249159488872,10mM,10,1.325384
Ciprofloxacin,1.0 Hydrochloride,PAST-0136946-001,Selleckchem-L3800-09,F18,96w_22atb_240703_plate4,O17,Ciprofloxacin_10MIC,4,in 10mM DMSO,DMSO,37.725,37.5,452.5,0,0.754498318977745,10,7.54498318977745,10mM,10,0.994038
Ciprofloxacin,1.0 Hydrochloride,PAST-0136946-001,Selleckchem-L3800-09,F18,96w_22atb_240703_plate4,G22,Ciprofloxacin_1MIC,4,in 10mM DMSO,DMSO,3.772,5,485,0,0.754498318977745,1,0.754498318977745,10mM,10,0.994038
Ciprofloxacin,1.0 Hydrochloride,PAST-0136946-001,Selleckchem-L3800-09,F18,96w_22atb_240703_plate4,I6,Ciprofloxacin_5MIC,4,in 10mM DMSO,DMSO,18.862,20,470,0,0.754498318977745,5,3.77249159488872,10mM,10,0.994038000000002
Amikacin,1.0 Hydroxide,PAST-0137186-001,Selleckchem-L3800-11,G19,96w_22atb_240703_plate4,I12,Amikacin_0.5MIC,4,in 10mM Water,Water,4.269,5,0,495,1.70765027322404,0.5,0.85382513661202,10mM,10,0.878400000000002
Amikacin,1.0 Hydroxide,PAST-0137186-001,Selleckchem-L3800-11,G19,96w_22atb_240703_plate4,O5,Amikacin_10MIC,4,in 10mM Water,Water,85.383,85,0,415,1.70765027322404,10,17.0765027322404,10mM,10,0.995520000000002
Amikacin,1.0 Hydroxide,PAST-0137186-001,Selleckchem-L3800-11,G19,96w_22atb_240703_plate4,D8,Amikacin_1MIC,4,in 10mM Water,Water,8.538,10,0,490,1.70765027322404,1,1.70765027322404,10mM,10,1.0248
Amikacin,1.0 Hydroxide,PAST-0137186-001,Selleckchem-L3800-11,G19,96w_22atb_240703_plate4,D19,Amikacin_5MIC,4,in 10mM Water,Water,42.691,42.5,0,457.5,1.70765027322404,5,8.5382513661202,10mM,10,0.995520000000002
Kanamycin,1.0 Sulfuric acid,PAST-0000581-004,Selleckchem-L3800-11,A13,96w_22atb_240703_plate4,K9,Kanamycin_0.5MIC,4,in 10mM Water,Water,2.58,2.5,0,497.5,1.031994,0.5,0.515997,10mM,10,0.96899788177063
Kanamycin,1.0 Sulfuric acid,PAST-0000581-004,Selleckchem-L3800-11,A13,96w_22atb_240703_plate4,F6,Kanamycin_10MIC,4,in 10mM Water,Water,51.6,52.5,0,447.5,1.031994,10,10.31994,10mM,10,0.993222828814896
Kanamycin,1.0 Sulfuric acid,PAST-0000581-004,Selleckchem-L3800-11,A13,96w_22atb_240703_plate4,E3,Kanamycin_1MIC,4,in 10mM Water,Water,5.16,5,0,495,1.031994,1,1.031994,10mM,10,0.96899788177063
Kanamycin,1.0 Sulfuric acid,PAST-0000581-004,Selleckchem-L3800-11,A13,96w_22atb_240703_plate4,B3,Kanamycin_5MIC,4,in 10mM Water,Water,25.8,25,0,475,1.031994,5,5.15997,10mM,10,1.01744777585916
Streptomycine,1.5 Sulfuric acid,PAST-0000339-004,Selleckchem-L3800-11,I15,96w_22atb_240703_plate4,I16,Streptomycine_0.5MIC,4,in 10mM Water,Water,2.149,2.5,0,497.5,0.859726950720451,0.5,0.429863475360226,10mM,10,1.16316
Streptomycine,1.5 Sulfuric acid,PAST-0000339-004,Selleckchem-L3800-11,I15,96w_22atb_240703_plate4,C9,Streptomycine_10MIC,4,in 10mM Water,Water,42.986,42.5,0,457.5,0.859726950720451,10,8.59726950720451,10mM,10,0.988686
Streptomycine,1.5 Sulfuric acid,PAST-0000339-004,Selleckchem-L3800-11,I15,96w_22atb_240703_plate4,O2,Streptomycine_1MIC,4,in 10mM Water,Water,4.299,5,0,495,0.859726950720451,1,0.859726950720451,10mM,10,0.87237
Streptomycine,1.5 Sulfuric acid,PAST-0000339-004,Selleckchem-L3800-11,I15,96w_22atb_240703_plate4,M3,Streptomycine_5MIC,4,in 10mM Water,Water,21.493,22.5,0,477.5,0.859726950720451,5,4.29863475360226,10mM,10,0.988685999999999
control,NA,NA,solvent plate,NA,96w_22atb_240703_plate4,H12,controlDMSO,4,NA,DMSO,0,0,490,0,NA,NA,NA,NAmM,NA,NA
control,NA,NA,solvent plate,NA,96w_22atb_240703_plate4,H13,controlDMSO,4,NA,DMSO,0,0,490,0,NA,NA,NA,NAmM,NA,NA
control,NA,NA,solvent plate,NA,96w_22atb_240703_plate4,L23,controlDMSO,4,NA,DMSO,0,0,490,0,NA,NA,NA,NAmM,NA,NA
control,NA,NA,solvent plate,NA,96w_22atb_240703_plate4,C8,controlDMSO,4,NA,DMSO,0,0,490,0,NA,NA,NA,NAmM,NA,NA
control,NA,NA,solvent plate,NA,96w_22atb_240703_plate4,O15,controlDMSO,4,NA,DMSO,0,0,490,0,NA,NA,NA,NAmM,NA,NA
control,NA,NA,solvent plate,NA,96w_22atb_240703_plate4,C21,controlDMSO,4,NA,DMSO,0,0,490,0,NA,NA,NA,NAmM,NA,NA
control,NA,NA,solvent plate,NA,96w_22atb_240703_plate4,M2,controlwater,4,NA,water,0,0,0,500,NA,NA,NA,NAmM,NA,NA
control,NA,NA,solvent plate,NA,96w_22atb_240703_plate4,J19,controlwater,4,NA,water,0,0,0,500,NA,NA,NA,NAmM,NA,NA
control,NA,NA,solvent plate,NA,96w_22atb_240703_plate4,O21,controlwater,4,NA,water,0,0,0,500,NA,NA,NA,NAmM,NA,NA
control,NA,NA,solvent plate,NA,96w_22atb_240703_plate4,D22,controlwater,4,NA,water,0,0,0,500,NA,NA,NA,NAmM,NA,NA
control,NA,NA,solvent plate,NA,96w_22atb_240703_plate4,P10,controlwater,4,NA,water,0,0,0,500,NA,NA,NA,NAmM,NA,NA
control,NA,NA,solvent plate,NA,96w_22atb_240703_plate4,O7,controlwater,4,NA,water,0,0,0,500,NA,NA,NA,NAmM,NA,NA
